LSI,DEVICE NAME,LOOPBACK IP,WAN IP,LINK STATE,CPU UTILIZATION,MEMORY UTILIZATION,TEMPERATURE,DUPLEX,IN ERROR RATE,IN DISCARD RATE,UTILIZATION,LINK STATUS CODE
500056295,ECLT-PLN137-RTR13953,172.46.117.27,172.46.201.134,UP,3,8.920625154,,3,0,0,0.005045847,111
13433061,ECLT-CHN333-RTR9433,172.42.72.212,172.42.77.250,UP,5,21.6505812,,3,0,0,5.507096,111
13433068,ECLT-HYL469-RTR5510,172.42.72.178,172.42.77.114,DOWN,5,21.87098986,,3,0,0,0.006609836,122
500018920,SBIRRB_APGVB_1112874,172.46.187.102,172.46.191.118,UP,27,14.32303706,,,0,0,0,111
500058154,ECLT-GDG156-RTR15682,172.46.87.177,172.46.160.66,UP,3,8.969881956,,3,0,0,0.029101333,111
500054494,ECLT-MUM1628-RTR16178,172.46.169.218,172.46.185.86,UP,5,22.62013133,,3,0,0,0.004166887,111
13421430,ECLT-UCB377-RTR9477,172.42.149.221,172.42.159.158,UP,5,21.23198566,,3,0,0,0.00464,111
13432840,ECLT-APG449-RTR9549,172.42.149.167,172.42.70.154,UP,5,21.22444302,,3,0,0,12.68471096,111
13419265,ECLT-TPT103-RTR5253,172.42.86.2,172.42.94.86,UP,5,21.66272846,,3,0,0,0.024374667,111
13729648,ECLT-KHP166-RTR7283,172.42.188.95,172.42.185.126,UP,5,23.23652723,,3,0,0,8.573281063,111
13418736,ECLT-SYN453-RTR9553,172.42.72.136,172.42.151.210,UP,5,21.2607158,,3,0,0,0.004784053,111
500063129,ECLT-CHN1235-RTR13700,172.46.32.116,172.46.185.50,UP,5,22.2411739,,3,0,0,0.008792208,111
500043617,ECLT-JBL169-RTR10965,172.46.32.83,172.46.62.146,UP,4,20.82362591,,3,0,0,0.006745515,111
13647379,ECLT-MDK102-RTR6464,172.38.193.162,172.42.170.186,UP,4,21.65902843,,3,0,0,0.049590667,111
13645225,ECLT-TPT136-RTR6652,172.35.97.18,172.35.9.94,UP,5,21.32174391,,3,0,0,28.1044186,111
13433077,ECLT-SYN245-RTR9345,172.42.84.160,172.42.87.122,UP,5,21.3153109,,3,0,0,3.149037874,111
13421407,ECLT-SYN496-RTR9596,172.42.86.98,172.42.86.98,UP,5,21.44051668,,,0,0,0,111
13432827,ECLT-ANA653-RTR9763,172.42.72.170,172.42.77.82,UP,5,21.2845295,,3,0,0,7.147585382,111
13714272,ECLT-NSK121-RTR6495,172.42.178.101,172.42.177.74,UP,5,21.6926399,,3,0,0,0.017972093,111
14314690,ECLT-MYS107-RTR10209,172.45.176.6,172.45.186.86,UP,5,20.82674573,,3,0,0,0.00488,111
500058260,ECLT-RAI558-RTR15390,172.46.200.10,172.46.149.250,UP,5,20.89467635,,3,0,0,0.003374026,111
500061166,ECLT-ERD116-RTR15728,172.46.101.117,172.46.111.206,UP,4,8.943249604,,3,0,0,20.30891429,111
13729649,ECLT-KHP167-RTR7340,172.42.188.94,172.42.185.122,UP,5,23.22040526,,3,0,0,2.721330667,111
13894346,ECLT-PMR114-RTR8933,172.42.229.122,172.42.227.206,UP,6,23.54413343,,2,0,0,0.053021927,111
13796480,ECLT-HMR109-RTR7031,172.43.25.72,172.43.34.210,UP,5,22.51728063,,3,0,0,4.530522667,111
13725594,ECLT-KOL167-RTR6959,172.42.188.20,172.42.184.82,UP,5,23.35717186,,3,0,0,0.071970764,111
13724561,ECLT-HAB104-RTR6957,172.43.14.25,172.42.196.82,UP,5,22.6226067,,3,0,0,0.004943522,111
13572296,ECLT-VIS387-RTR9487,172.42.149.244,172.42.159.246,UP,7,29.37399751,,3,0,0,0.017954817,111
500058081,ECLT-TCY124-RTR14789,172.46.75.151,172.46.23.194,UP,5,22.2721704,,2,0.664451827,0,1.064353488,111
13724386,ECLT-KOL166-RTR6956,172.43.14.125,172.42.194.22,UP,5,23.32898026,,3,0,0,0.015428,111
14408008,ECLT-GAM104-RTR13367,172.46.138.81,172.46.164.210,UP,5,22.15308223,,3,0,0,0.003544,111
500063415,ECLT-SLM106-RTR14003,172.46.198.33,172.46.196.174,UP,5,22.31082661,,3,0,0,0.232301333,111
500043823,ECLT-PUN724-RTR12142,172.48.6.134,172.48.3.70,UP,4,22.06073755,,3,0,0,0.0096,111
500042579,ECLT-BJP139-RTR15012,172.46.169.108,172.46.179.178,UP,5,22.27144373,,3,0,0,0.412310963,111
500063615,ECLT-CHN1579-RTR16271,172.46.2.246,172.46.6.182,UP,3,8.927444195,,3,0,0,0.00472,111
500064352,ECLT-DWS201-RTR15018,172.46.102.87,172.46.120.94,UP,3,8.926315795,,3,0,0,6.495070199,111
500042689,ECLT-RCR114-RTR15452,172.46.74.27,172.46.71.182,UP,3,8.921380366,,3,0,0,1.912874667,111
500062920,ECLT-PUN1105-RTR14762,172.46.156.143,172.46.157.14,UP,3,8.943454857,,3,0,0,0.223012625,111
13432836,ECLT-GUN244-RTR9344,172.40.29.150,172.42.77.126,UP,5,21.06926599,,3,0,0,8.294704319,111
500040284,ECLT-PUN1106-RTR14763,172.46.88.209,172.46.93.134,UP,6,22.25012331,,3,0,0,0.003452492,111
13769590,ECLT-BLR821-RTR7133,172.43.20.117,172.42.213.126,UP,5,22.73228255,,3,0,0,0.012095681,111
13724041,ECLT-COO102-RTR6843,172.43.1.138,172.43.5.86,UP,5,23.37335277,,3,0,0,19.51571561,111
13572360,ECLT-NND110-RTR5935,172.35.206.151,172.42.158.146,UP,5,21.75079865,,3,0,0,1.900553333,111
500056484,ECLT-MUM1304-RTR13346,172.46.187.4,172.46.110.94,DOWN,,,,1,0,0,0,122
13892962,ECLT-VJW292-RTR8800,172.42.229.84,172.42.227.54,UP,5,23.57111086,,3,0,0,0.045985382,111
13421503,ECLT-RAN600-RTR9700,172.42.119.167,172.42.114.30,UP,4,21.61748767,,3,0,0,0.049954098,111
13893405,ECLT-ADI106-RTR8569,172.43.85.10,172.43.91.182,UP,5,23.46369738,,3,0,0,4.505347508,111
500054671,ECLT-MUM1635-RTR16236,172.48.7.62,172.46.238.74,UP,6,9.039033043,,1,0,0,0.004946885,111
500054690,ECLT-MUM1495-RTR15138,172.46.215.43,172.46.44.122,UP,3,8.522379829,,3,0,0,0.004801329,111
500058254,ECLT-KOL503-RTR12243,172.46.139.9,172.46.141.86,UP,5,22.37414485,,3,0,0,0.003311475,111
500039124,ECLT-CHN1691-RTR17081,172.46.138.243,172.46.149.206,UP,5,20.9399293,,3,0,0,11.54882361,111
13728596,ECLT-KHP167-RTR7340,172.42.188.94,172.40.192.110,UP,5,23.22040526,,3,0,0,0.004830667,111
500062775,ECLT-CHN1419-RTR14878,172.46.213.209,172.46.226.118,UP,3,9.19660073,,3,0,0,0.175790164,111
13677699,ECLT-APR114-RTR9214,172.38.17.53,172.38.3.114,UP,5,20.12983946,,3,0,0,1.592906312,111
500042420,ECLT-PUN517-RTR10940,172.46.32.79,172.46.39.150,UP,5,22.22032947,,3,0,0,0.687811296,111
500063390,ECLT-CHN1680-RTR17034,172.46.231.21,172.46.224.90,UP,3,9.002801381,,3,0,0,0.121337333,111
13571965,ECLT-MGB198-RTR9298,172.42.84.86,172.38.248.50,UP,5,21.32173818,,3,0,0,2.637863123,111
500151961,ECLT-HSN120-RTR15742,172.46.212.182,172.46.250.210,UP,5,22.27794994,,3,0,0,3.52391495,111
500039028,ECLT-PUN902-RTR13230,172.46.50.82,172.46.54.110,UP,5,22.04965313,,3,0,0,0.006928,111
13892766,ECLT-HYD846-RTR8073,172.42.229.64,172.43.83.198,UP,5,23.04935784,,3,0,0,0.522373333,111
13726040,ECLT-KOL134-RTR6824,172.43.13.116,172.43.11.86,UP,5,23.04749629,,3,0,0,1.987008638,111
13893852,ECLT-VIJ-RTR554467,172.43.74.232,172.43.77.66,UP,6,23.54027681,,3,0,0,7.62104,111
500064356,ECLT-PUN977-RTR13707,172.46.162.98,172.46.114.30,UP,3,8.96054884,,3,0,0,6.432069333,111
13723949,ECLT-HEL101-RTR6841,172.43.13.163,172.43.11.182,UP,5,23.25018516,,3,0,0,2.540776,111
13892985,ECLT-ONG105-RTR8072,172.43.73.61,172.42.230.58,UP,6,23.51209655,,3,0,0,0.046002623,111
13892796,ECLT-HYD769-RTR7927,172.42.229.71,172.43.79.66,UP,5,23.11178668,,3,0,0,0.751986667,111
500064305,ECLT-CPU143-RTR15044,172.46.100.197,172.46.109.126,UP,4,22.05175004,,3,0,0,0.158849169,111
500039137,ECLT-PUN785-RTR12479,172.46.3.216,172.46.62.110,UP,4,22.10308633,,3,0,0,0.008159468,111
500043597,ECLT-SAG127-RTR11533,172.46.14.60,172.46.66.14,UP,5,22.09252622,,3,0,0,0.020029333,111
13572112,ECLT-SUK264-RTR9364,172.35.206.175,172.42.159.182,UP,10,29.37367218,,1,0,0,0.019356,111
13729471,ECLT-DAL102-RTR9608,172.43.13.64,172.43.12.98,DOWN,5,26.98005006,,3,0,0,0.014397342,122
13723704,ECLT-KOL250-RTR8597,172.43.13.69,172.43.7.194,UP,6,23.29035866,,3,0,0,7.249456,111
13645760,ECLT-NOD100-RTR9200,172.38.1.25,172.41.223.218,UP,5,21.54830004,,3,0,0,0.024984,111
13728777,ECLT-KOL381-RTR9207,172.42.195.21,172.42.194.70,UP,6,21.58815819,,3,0,0,0.004620598,111
13893322,ECLT-VJW214-RTR8193,172.42.229.57,172.42.226.202,UP,8,23.4782359,,3,0,0,0.046192,111
13892840,ECLT-HYD1078-RTR8626,172.43.75.144,172.43.84.150,UP,6,23.08371726,,3,0,0,5.183548173,111
13726464,ECLT-BUN104-RTR6916,172.43.1.199,172.42.199.58,UP,6,23.29672548,,3,0,0,0.110645333,111
13726486,ECLT-KOL129-RTR6812,172.43.13.174,172.42.199.78,UP,5,23.24902912,,3,0,0,0.015095017,111
500056237,ECLT-MUM1463-RTR14937,172.46.211.124,172.46.220.122,UP,5,22.62191122,,3,0,0,0.004317377,111
13726430,ECLT-BUN104-RTR6916,172.43.1.199,172.43.8.174,UP,6,23.29672548,,3,0,0,5.396317333,111
500064984,ECLT-CHN1284-RTR14131,172.46.87.100,172.46.96.94,UP,4,22.01626494,,3,0,0,0.167274667,111
500039079,ECLT-PUN590-RTR11165,172.46.75.163,172.46.83.26,DOWN,5,20.592315,,1,,,,122
13432829,ECLT-AND620-RTR9720,172.42.63.174,172.42.67.98,UP,5,21.57723496,,3,0,0,28.495152,111
500035507,ECLT-BRA125-RTR14980,172.46.2.6,172.46.6.62,UP,5,22.2510212,,3,0,0,0.059274,111
13727853,ECLT-ASN101-RTR6618,172.43.13.181,172.43.6.118,UP,5,23.38124738,,3,0,0,1.951989369,111
500056423,ECLT-AMR224-RTR16361,172.48.13.32,172.48.9.234,UP,4,8.96141791,,1,0,0,3.237024,111
500058106,ECLT-TCY136-RTR16334,172.46.75.11,172.46.72.30,UP,3,8.996883915,,3,0,0,4.989262458,111
500042764,ECLT-TMU108-RTR15053,172.46.139.115,172.46.146.170,DOWN,5,22.22695017,,3,0,0,0.009727575,122
13959030,ECLT-BLR1007-RTR8850,172.42.241.121,172.43.111.26,UP,5,22.75603952,,3,0,0,8.974846205,111
500043719,ECLT-PUN761-RTR12315,172.46.13.208,172.46.85.174,UP,5,22.17914564,,3,0,0,0.008353488,111
13726262,ECLT-KOL128-RTR6808,172.43.14.110,172.42.199.38,UP,5,22.58157354,,3,0,0,0.010365449,111
13571932,ECLT-SPR102-RTR6176,172.42.154.45,172.35.216.66,UP,5,21.45258238,,3,0,0,6.635745333,111
13571970,ECLT-BLR148-RTR9248,172.38.70.193,172.42.155.162,UP,5,21.52616749,,3,0,0,5.192982295,111
13577901,ECLT-GAN273-RTR9373,172.42.163.50,172.42.160.238,UP,6,21.26889902,,3,0,0,0.074892,111
13646022,ECLT-BLM134-RTR6242,172.35.72.189,172.42.48.170,UP,4,21.57262629,,3,0,0,0.062117881,111
500064910,ECLT-RPM107-RTR15704,172.46.116.21,172.46.120.202,UP,3,8.952419197,,3,0,0,1.330389369,111
13678710,ECLT-KMA101-RTR6559,172.38.23.95,172.38.92.50,UP,4,21.95924529,,3,0,0,0.051440532,111
13433111,ECLT-SYA353-RTR9453,172.42.72.190,172.42.77.162,DOWN,6,19.95007411,,3,,,,122
500056377,ECLT-AMD275-RTR16380,172.46.102.243,172.46.113.122,DOWN,3,8.917559129,,3,0,0,0.0096,122
500046610,ECLT-BPR172-RTR12344,172.46.13.161,172.46.15.110,UP,,,,,,,,112
13725595,ECLT-BUN103-RTR6851,172.42.188.19,172.42.184.78,UP,6,23.29083224,,3,0,0,2.395392,111
13727876,ECLT-SIL112-RTR9127,172.42.188.45,172.42.184.182,UP,5,23.1102463,,3,0,0,5.98912053,111
13756401,ECLT-CHN777-RTR6836,172.37.138.147,172.43.29.158,UP,5,22.42466512,,3,0,0,20.00921196,111
13419248,ECLT-CHN326-RTR9426,172.42.63.173,172.42.159.10,UP,9,21.16182464,,3,0,0,0.014336634,111
500042500,ECLT-PUN876-RTR13096,172.46.32.131,172.46.24.198,UP,5,20.74734452,,3,0,0,3.793887789,111
13571838,ECLT-NND107-RTR5837,172.42.136.21,172.42.152.246,UP,5,21.69343088,,3,0,0,3.469916,111
13894408,ECLT-MRK169-RTR8000,172.43.75.93,172.43.81.54,UP,5,23.59423293,,3,0,0,4.603610667,111
13645739,ECLT-TPT132-RTR6253,172.41.222.82,172.42.169.210,UP,5,21.66136732,,3,0,0,0.025033887,111
500043566,ECLT-BLR1495-RTR14189,172.46.33.157,172.46.51.86,UP,4,22.10682173,,3,0,0,0.007920266,111
13892736,ECLT-VJW233-RTR8276,172.43.73.108,172.43.83.38,UP,5,23.19153,,3,0,0,1.152704,111
13894370,ECLT-HYD1089-RTR8652,172.42.229.16,172.43.92.58,UP,6,23.13980825,,3,0,0,5.835798007,111
500058135,DharwadDCCB_Annigeri,172.46.74.100,172.46.160.146,UP,5,20.83164043,,3,0,0,0.01415814,111
500043832,ECLT-ITS105-RTR11031,172.46.32.168,172.46.68.138,UP,5,22.09531202,,3,0,0,0.047878146,111
13796570,ECLT-MUM270-RTR7094,172.41.133.226,172.42.215.82,UP,6,22.54296958,,1,0,0,0.002769333,111
500052752,ECLT-SIH156-RTR15949,172.46.100.124,172.46.107.54,UP,6,9.027114502,,1,0,0,1.115258667,111
13893650,ECLT-KNL471-RTR7891,172.43.73.56,172.42.224.154,UP,6,23.10992009,,3,0,0,0.052275083,111
14023739,ECLT-PUN333-RTR9845,172.43.162.87,172.43.153.26,UP,8,22.18805342,,3,0,0,5.414846512,111
13713441,ECLT-BLR101-RTR9203,172.42.178.81,172.34.31.6,DOWN,5,21.44671494,,3,0,0,0.00488,122
13724393,ECLT-KOL195-RTR7122,172.42.188.14,172.42.196.66,UP,5,23.23573122,,3,0,0,2.841295681,111
13893804,ECLT-HDR107-RTR8254,172.40.25.141,172.40.212.222,UP,5,23.54207665,,3,0.25466893,0,2.291237209,111
500043660,ECLT-PUN754-RTR12292,172.46.50.141,172.46.55.50,UP,6,22.05688591,,1,0,0,0.005342193,111
500054657,ECLT-MUM1702-RTR16746,172.46.198.211,172.46.201.154,UP,4,20.85652726,,3,0,0,0.00488,111
500064856,ECLT-TNJ133-RTR16390,172.46.100.188,172.46.107.202,UP,,,,,,,,112
13713734,ECLT-BLR103-RTR9203,172.42.178.89,172.37.48.202,UP,6,21.01597721,,1,0,0,2.99163588,111
500052619,ECLT-AMD281-RTR16748,172.46.88.23,172.46.89.190,UP,5,22.68053131,,3,0,0,1.500662706,111
500064940,ECLT-TNE103-RTR13025,172.46.117.67,172.46.125.94,UP,5,22.2597514,,3,0,0,2.138376,111
500046609,ECLT-GWL170-RTR11674,172.46.13.242,172.46.18.46,UP,5,20.59351698,,3,0,0,3.351356811,111
500054597,ECLT-MUM1704-RTR16773,172.46.198.176,172.46.174.214,UP,4,9.08720789,,3,0,0,3.192550166,111
500052483,ECLT-MUM1211-RTR12524,172.46.139.107,172.46.78.86,UP,6,22.2903789,,3,0,0,11.706296,111
500048696,ECLT-BPL168-RTR10983,172.46.22.145,172.46.85.34,UP,5,22.1457399,,3,0,0,0.004784053,111
500063270,ECLT-PCY111-RTR12966,172.46.49.164,172.46.176.142,DOWN,5,20.63959173,,1,,,,122
500064522,ECLT-KUL120-RTR16415,172.46.64.16,172.46.84.118,DOWN,5,22.07104167,,3,0,0,0.01104,122
500062679,ECLT-CHN1645-RTR16735,172.46.21.176,172.46.241.202,UP,3,8.930753738,,3,0,0,1.081750495,111
13571934,ECLT-PUN234-RTR5879,172.42.136.71,172.42.152.34,UP,5,21.5838539,,3,0,0,11.75895869,111
13894745,ECLT-VIJ-RTR834948943,172.43.72.232,172.43.91.158,UP,6,22.16036212,,3,0,0,1.988914667,111
13433065,ECLT-HYD291-RTR9391,172.42.99.233,172.42.115.202,UP,5,21.42503973,,3,0,0,8.00785298,111
500064400,ECLT-SAG140-RTR15516,172.46.117.87,172.46.125.174,DOWN,3,8.956296903,,3,0,0,0.009249169,122
13926581,ECLT-KOL243-RTR8422,172.42.240.131,172.40.1.98,UP,5,23.16635493,,3,0,0,0.444285333,111
500061108,ECLT-GDG152-RTR15137,172.46.49.24,172.46.4.242,UP,3,9.072177791,,3,0,0,2.381780132,111
13893840,ECLT-HYD1058-RTR8600,172.42.229.124,172.43.77.26,UP,6,23.57906718,,3,0,0,3.810069333,111
500043415,ECLT-PUN736-RTR12187,172.46.73.61,172.46.71.142,UP,4,20.72475047,,3,0,0,0.006904983,111
13702876,ECLT-MBN108-RTR6637,172.42.188.3,172.37.252.178,UP,5,21.06636865,,3,0,0,0.008648684,111
13892728,ECLT-HYD933-RTR8244,172.42.223.245,172.42.225.186,UP,6,21.69278948,,3,0,0,0.045689333,111
13776739,ECLT-ANR107-RTR6708,172.43.21.73,172.42.200.38,UP,8,29.15467222,,3,0,0,0.00688,111
14328380,ECLT-HEL122-RTR10318,172.45.206.109,172.45.204.190,UP,5,23.23601143,,3,0,0,0.004672,111
500052515,ECLT-MEH109-RTR14557,172.46.63.181,172.46.79.210,UP,3,9.057642165,,3,0,0,0.618341528,111
13895105,ECLT-TPT162-RTR10200,172.45.123.68,172.42.228.66,UP,9,23.06056182,,2,0,0,1.25490897,111
13419289,ECLT-SYN411-RTR9511,172.42.149.188,172.42.159.26,UP,6,21.5244198,,3,0,0,0.02526,111
500054512,ECLT-MUM1176-RTR12210,172.46.138.214,172.46.104.2,UP,5,22.30288246,,3,0,0,0.0048,111
13724039,ECLT-KOL126-RTR6804,172.43.13.133,172.43.11.102,UP,5,23.10335805,,3,0,0,4.78253289,111
13197257,ECLT-CHN543-RTR4912,172.42.37.139,172.42.38.234,UP,7,20.78066658,,3,0,0,21.06718538,111
13726465,ECLT-BUN106-RTR7108,172.43.13.58,172.42.199.54,UP,6,23.38949842,,3,0,0,0.049329333,111
500046276,ECLT-MUM1384-RTR14259,172.46.187.87,172.46.188.174,UP,5,22.25948099,,2,0,0,0.025496346,111
13424115,ECLT-SYN357-RTR9457,172.42.149.202,172.42.85.50,UP,5,21.65517605,,3,0,0,7.811917333,111
13571939,ECLT-BLR248-RTR9348,172.42.163.65,172.42.152.38,UP,8,21.55089183,,3,0,0,6.937742193,111
13893853,ECLT-TPT153-RTR8595,172.43.85.40,172.43.82.26,UP,7,23.10339079,,3,0,0,10.17883733,111
500063560,ECLT-CHN1655-RTR16893,172.46.233.30,172.46.237.118,UP,4,8.982587996,,1,0,0,0.275774667,111
500056307,ECLT-MUM428-RTR11328,172.46.117.235,172.46.129.106,UP,5,22.2902328,,3,0,0,0.004489037,111
13421440,ECLT-HYD145-RTR9245,172.42.119.254,172.42.128.30,UP,5,21.67413038,,3,0,0,0.027185333,111
500046627,ECLT-BLR1480-RTR13893,172.46.138.5,172.46.35.102,UP,5,20.81765724,,3,0,0,4.888736213,111
13871413,ECLT-SIG109-RTR7739,172.40.11.47,172.40.57.50,UP,5,21.01772262,,3,0,0,3.09351495,111
500063263,ECLT-CHN1162-RTR12808,172.46.170.123,172.46.168.130,UP,5,22.27656195,,3,0,0,7.750577778,111
500063571,ECLT-RPM102-RTR13030,172.46.87.123,172.46.175.66,UP,5,20.90818484,,3,0,0,0.530709635,111
500052820,ECLT-AMD163-RTR12871,172.46.33.233,172.46.54.210,UP,6,22.27702289,,3,0,0,2.674730667,111
13893274,ECLT-VIJ-RTR667789,172.43.73.112,172.42.65.242,UP,5,23.43855002,,3,0,0,0.046951495,111
500057865,ECLT-TCN109-RTR14693,172.46.170.183,172.46.176.78,UP,5,22.09890511,,3,0,0,1.179272,111
13894759,ECLT-VIJ-RTR666570098,172.43.75.114,172.43.81.98,UP,9,23.11988155,,3,0,0,7.072216993,111
500054586,ECLT-PLN133-RTR12777,172.46.133.99,172.46.176.206,UP,5,22.46465927,,3,0,0,0.005387702,111
13433103,ECLT-HYD443-RTR5267,172.42.99.232,172.42.115.198,UP,,,,,,,,112
